Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
427,57,Female,Sunglasses,Accessories,76,L,Lavender,Winter,2.6,No,PayPal,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly
428,55,Female,Gloves,Accessories,94,M,Beige,Winter,3.4,No,Credit Card,Free Shipping,No,No,43,Credit Card,Every 3 Months
429,65,Female,Jacket,Outerwear,32,S,Indigo,Fall,4.4,No,PayPal,Standard,No,No,20,Cash,Annually
430,60,Female,Sandals,Footwear,20,S,Cyan,Summer,4.7,No,PayPal,Express,No,No,40,Venmo,Every 3 Months
431,52,Female,Pants,Clothing,20,M,Yellow,Summer,4.5,No,PayPal,Store Pickup,No,No,34,Venmo,Every 3 Months
432,34,Female,Jacket,Outerwear,59,M,Peach,Fall,2.9,No,Cash,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
433,33,Female,Sweater,Clothing,97,M,Yellow,Summer,4.2,No,Cash,Express,No,No,26,Cash,Quarterly
434,58,Female,T-shirt,Clothing,68,M,Orange,Spring,4.1,No,Credit Card,Next Day Air,No,No,29,Cash,Bi-Weekly
435,35,Female,Boots,Footwear,66,L,Gray,Spring,4.4,No,Venmo,Store Pickup,No,No,47,Bank Transfer,Weekly
436,68,Female,Shoes,Footwear,85,L,Yellow,Spring,4.7,No,Bank Transfer,Free Shipping,No,No,48,Venmo,Fortnightly
437,58,Female,Skirt,Clothing,32,M,Gray,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,29,Cash,Bi-Weekly
438,34,Female,Coat,Outerwear,44,M,Turquoise,Spring,2.7,No,Cash,2-Day Shipping,No,No,14,Bank Transfer,Monthly
439,47,Female,Blouse,Clothing,95,L,Gray,Fall,4.6,No,Venmo,Next Day Air,No,No,40,Cash,Every 3 Months
440,35,Female,Sunglasses,Accessories,85,M,Olive,Winter,4.4,No,Venmo,Next Day Air,No,No,4,Venmo,Weekly
441,34,Female,Gloves,Accessories,44,XL,Peach,Summer,4.6,No,Debit Card,Free Shipping,No,No,37,Bank Transfer,Weekly
442,36,Female,Sunglasses,Accessories,30,S,Peach,Winter,4.9,No,Venmo,Express,No,No,47,Credit Card,Bi-Weekly
443,23,Female,Sneakers,Footwear,21,L,Magenta,Winter,4,No,PayPal,2-Day Shipping,No,No,1,Venmo,Quarterly
444,68,Female,Hoodie,Clothing,22,M,Purple,Summer,2.9,No,Debit Card,Store Pickup,No,No,26,Cash,Quarterly
445,23,Female,Boots,Footwear,70,L,Beige,Spring,2.6,No,Bank Transfer,Free Shipping,No,No,12,Debit Card,Quarterly
446,57,Female,Handbag,Accessories,29,XL,Purple,Spring,4.6,No,Debit Card,Standard,No,No,16,PayPal,Fortnightly
447,21,Female,Shirt,Clothing,83,S,Yellow,Winter,4.9,No,Bank Transfer,Free Shipping,No,No,19,PayPal,Annually
448,45,Female,Sweater,Clothing,99,M,Pink,Winter,4.3,No,Cash,Express,No,No,21,Credit Card,Weekly
449,37,Female,Shorts,Clothing,35,L,Purple,Fall,4.3,No,Credit Card,Free Shipping,No,No,15,Venmo,Weekly
450,18,Female,Belt,Accessories,40,M,Lavender,Winter,4.6,No,Debit Card,Free Shipping,No,No,9,Venmo,Annually
451,55,Female,Blouse,Clothing,25,M,Peach,Spring,2.6,No,Venmo,Express,No,No,7,Bank Transfer,Bi-Weekly
452,52,Female,T-shirt,Clothing,64,L,Orange,Fall,3.1,No,Cash,2-Day Shipping,No,No,47,Bank Transfer,Quarterly
453,49,Female,Belt,Accessories,90,M,Red,Fall,3.1,No,Venmo,Store Pickup,No,No,17,PayPal,Monthly
454,56,Female,Socks,Clothing,88,L,Red,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,46,Venmo,Fortnightly
455,27,Female,Belt,Accessories,55,M,Gold,Winter,4.4,No,Venmo,Standard,No,No,32,Cash,Quarterly
456,22,Female,Handbag,Accessories,90,M,Brown,Fall,4.3,No,PayPal,Free Shipping,No,No,34,Cash,Annually
457,18,Female,Shirt,Clothing,50,M,Black,Winter,3.1,No,Cash,2-Day Shipping,No,No,18,Cash,Monthly
458,21,Female,Belt,Accessories,34,L,Red,Fall,3.1,No,Bank Transfer,Store Pickup,No,No,5,Debit Card,Fortnightly
459,30,Female,Jewelry,Accessories,77,M,Gray,Winter,4.9,No,PayPal,2-Day Shipping,No,No,44,Credit Card,Monthly
460,62,Female,Hat,Accessories,89,L,Pink,Winter,2.9,No,PayPal,Store Pickup,No,No,4,Bank Transfer,Quarterly
461,28,Female,Backpack,Accessories,87,XL,Turquoise,Fall,3.8,No,Debit Card,Next Day Air,No,No,37,Cash,Fortnightly
462,66,Female,Dress,Clothing,77,S,Charcoal,Winter,4.2,No,Cash,2-Day Shipping,No,No,43,Cash,Monthly
463,66,Female,Shoes,Footwear,85,L,Blue,Winter,3.9,No,Credit Card,Standard,No,No,28,Bank Transfer,Quarterly
464,49,Female,Pants,Clothing,66,XL,Turquoise,Summer,2.8,No,Bank Transfer,Express,No,No,36,Cash,Monthly
465,40,Female,Dress,Clothing,32,L,Silver,Winter,2.6,No,Cash,Standard,No,No,16,Credit Card,Annually
466,49,Female,Jacket,Outerwear,92,M,Lavender,Spring,3,No,PayPal,Store Pickup,No,No,38,Bank Transfer,Every 3 Months
467,19,Female,Shirt,Clothing,80,M,Gold,Winter,2.7,No,Debit Card,Next Day Air,No,No,37,Bank Transfer,Fortnightly
468,24,Female,Dress,Clothing,78,M,Blue,Fall,2.8,No,Venmo,2-Day Shipping,No,No,9,Cash,Bi-Weekly
469,31,Female,Jeans,Clothing,24,M,Orange,Spring,2.9,No,Bank Transfer,2-Day Shipping,No,No,14,PayPal,Fortnightly
470,35,Female,T-shirt,Clothing,59,M,White,Fall,3.8,No,Venmo,Free Shipping,No,No,3,Venmo,Weekly
471,65,Female,Sunglasses,Accessories,41,XL,Charcoal,Spring,4.4,No,Debit Card,Express,No,No,10,Credit Card,Fortnightly
472,68,Female,Jewelry,Accessories,26,M,Maroon,Spring,3.1,No,Credit Card,Express,No,No,26,Bank Transfer,Bi-Weekly
473,57,Female,Socks,Clothing,52,M,Olive,Fall,3.7,No,Venmo,Standard,No,No,30,Debit Card,Bi-Weekly
474,69,Female,Skirt,Clothing,46,L,Teal,Summer,4.9,No,Cash,Next Day Air,No,No,32,PayPal,Fortnightly
475,45,Female,Pants,Clothing,52,L,Orange,Winter,3.8,No,PayPal,Store Pickup,No,No,35,PayPal,Monthly
476,35,Female,Socks,Clothing,42,M,Maroon,Fall,3.4,No,Debit Card,Store Pickup,No,No,26,Debit Card,Every 3 Months
477,36,Female,Sandals,Footwear,37,XL,Turquoise,Spring,4.6,No,Cash,2-Day Shipping,No,No,39,Credit Card,Monthly
478,55,Female,Belt,Accessories,52,L,Beige,Fall,3.2,No,Credit Card,Standard,No,No,31,Credit Card,Monthly
479,66,Female,Sandals,Footwear,34,L,Beige,Spring,2.7,No,Cash,Free Shipping,No,No,28,Credit Card,Annually
480,57,Female,Shorts,Clothing,88,M,Olive,Spring,4.3,No,Debit Card,Free Shipping,No,No,12,Debit Card,Bi-Weekly
481,18,Female,Handbag,Accessories,88,L,Turquoise,Fall,3.8,No,Cash,Standard,No,No,46,PayPal,Weekly
482,31,Female,Jacket,Outerwear,51,M,Charcoal,Summer,4.4,No,Cash,Free Shipping,No,No,27,PayPal,Every 3 Months
483,50,Female,Sunglasses,Accessories,97,L,Green,Fall,3.6,No,PayPal,Free Shipping,No,No,4,Credit Card,Annually
484,50,Female,Sneakers,Footwear,56,M,Green,Winter,3.5,No,Debit Card,Standard,No,No,14,Cash,Every 3 Months
485,61,Female,Sweater,Clothing,53,L,Green,Spring,4.2,No,Credit Card,2-Day Shipping,No,No,30,Venmo,Quarterly
486,52,Female,Skirt,Clothing,71,L,Gold,Fall,4.7,No,Credit Card,Express,No,No,6,PayPal,Annually
487,38,Female,Jewelry,Accessories,93,S,Cyan,Winter,4.8,No,PayPal,Store Pickup,No,No,43,Venmo,Annually
488,67,Female,Blouse,Clothing,72,L,Indigo,Winter,3.2,No,Credit Card,Free Shipping,No,No,28,Debit Card,Weekly
489,42,Female,Blouse,Clothing,59,M,Lavender,Winter,3.5,No,Venmo,Standard,No,No,39,Bank Transfer,Monthly
490,25,Female,Boots,Footwear,87,M,Beige,Summer,4.2,No,PayPal,Store Pickup,No,No,30,PayPal,Bi-Weekly
491,41,Female,Jeans,Clothing,78,S,Purple,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly
492,62,Female,Hoodie,Clothing,68,XL,Maroon,Winter,4.7,No,Bank Transfer,Store Pickup,No,No,42,Credit Card,Every 3 Months
493,19,Female,Sweater,Clothing,76,S,Maroon,Fall,3,No,Credit Card,Free Shipping,No,No,20,Cash,Fortnightly
494,63,Female,Gloves,Accessories,99,L,Teal,Winter,4,No,PayPal,Express,No,No,35,Credit Card,Fortnightly
495,43,Female,Sneakers,Footwear,52,L,Gold,Summer,4.6,No,Debit Card,Standard,No,No,10,Credit Card,Bi-Weekly
496,68,Female,Sunglasses,Accessories,58,S,Red,Spring,4.9,No,Debit Card,Next Day Air,No,No,36,Credit Card,Quarterly
497,24,Female,Belt,Accessories,59,L,Maroon,Winter,2.8,No,Debit Card,Express,No,No,21,Debit Card,Fortnightly
498,27,Female,Sweater,Clothing,71,M,Teal,Spring,3.2,No,Bank Transfer,Free Shipping,No,No,29,Credit Card,Every 3 Months
499,61,Female,Gloves,Accessories,94,L,Peach,Winter,2.8,No,Cash,Free Shipping,No,No,39,Debit Card,Weekly
500,59,Female,Handbag,Accessories,40,XL,Pink,Winter,4.2,No,PayPal,Express,No,No,16,PayPal,Monthly
501,67,Female,Socks,Clothing,24,L,Black,Spring,4.8,No,PayPal,Free Shipping,No,No,32,Credit Card,Monthly
502,46,Female,Pants,Clothing,38,S,Indigo,Fall,2.8,No,Credit Card,2-Day Shipping,No,No,34,Cash,Monthly
503,65,Female,Scarf,Accessories,37,L,Green,Fall,4.5,No,Bank Transfer,Standard,No,No,38,Venmo,Annually
504,63,Female,Coat,Outerwear,29,L,Teal,Spring,4.1,No,Cash,Express,No,No,14,Venmo,Annually
505,57,Female,Jacket,Outerwear,92,XL,Lavender,Fall,4.3,No,Credit Card,Free Shipping,No,No,23,Debit Card,Bi-Weekly
506,40,Female,Hoodie,Clothing,24,XL,Magenta,Fall,4.4,No,Debit Card,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months
507,36,Female,Boots,Footwear,52,M,Brown,Winter,3,No,Debit Card,Free Shipping,No,No,49,PayPal,Monthly
508,67,Female,Socks,Clothing,29,XL,Beige,Summer,2.7,No,Debit Card,Next Day Air,No,No,14,PayPal,Annually
509,61,Female,Jewelry,Accessories,30,L,Indigo,Winter,3.3,No,PayPal,2-Day Shipping,No,No,42,PayPal,Weekly
510,64,Female,Shoes,Footwear,31,L,Peach,Fall,4.3,No,Bank Transfer,Standard,No,No,39,Debit Card,Annually
511,30,Female,Socks,Clothing,67,M,Magenta,Summer,2.9,No,Debit Card,Express,No,No,43,Venmo,Bi-Weekly
512,53,Female,Pants,Clothing,65,L,Turquoise,Winter,4.9,No,Credit Card,Standard,No,No,12,Cash,Monthly
513,27,Female,Sneakers,Footwear,22,M,Indigo,Winter,3.6,No,Bank Transfer,2-Day Shipping,No,No,21,Debit Card,Weekly
514,27,Female,Sunglasses,Accessories,56,M,Brown,Winter,3.3,No,Venmo,Standard,No,No,33,Credit Card,Monthly
515,53,Female,Skirt,Clothing,78,M,Yellow,Spring,3.1,No,Bank Transfer,Free Shipping,No,No,6,Debit Card,Annually
516,34,Female,Coat,Outerwear,90,M,Magenta,Summer,2.7,No,Bank Transfer,Free Shipping,No,No,10,PayPal,Every 3 Months
517,39,Female,Hoodie,Clothing,85,S,Olive,Winter,3.4,No,Debit Card,Next Day Air,No,No,18,Cash,Weekly
518,44,Female,Sunglasses,Accessories,58,M,Silver,Fall,3.4,No,PayPal,Express,No,No,46,Venmo,Weekly
519,37,Female,Skirt,Clothing,34,M,Teal,Fall,3.9,No,Venmo,Express,No,No,49,PayPal,Monthly
520,57,Female,Coat,Outerwear,40,L,White,Summer,3.5,No,Bank Transfer,2-Day Shipping,No,No,39,Credit Card,Weekly
521,38,Female,Handbag,Accessories,29,M,Blue,Fall,4.1,No,PayPal,Free Shipping,No,No,16,Cash,Monthly
522,21,Female,T-shirt,Clothing,76,M,Yellow,Winter,3.2,No,Credit Card,Standard,No,No,28,Cash,Annually
523,45,Female,Sunglasses,Accessories,84,S,Maroon,Fall,4.6,No,Debit Card,Store Pickup,No,No,22,PayPal,Quarterly
524,68,Female,Shirt,Clothing,65,S,Gray,Spring,3.9,No,PayPal,Standard,No,No,36,Venmo,Bi-Weekly
525,37,Female,Hoodie,Clothing,80,L,Indigo,Winter,2.7,No,Cash,Free Shipping,No,No,18,PayPal,Monthly
526,53,Female,Blouse,Clothing,98,M,Pink,Fall,3,No,Credit Card,Store Pickup,No,No,31,Credit Card,Weekly
527,57,Female,Sneakers,Footwear,71,XL,Beige,Spring,3.3,No,Debit Card,Next Day Air,No,No,38,Bank Transfer,Fortnightly
528,28,Female,Scarf,Accessories,69,XL,White,Fall,2.7,No,Credit Card,Free Shipping,No,No,42,Debit Card,Quarterly
529,37,Female,Jewelry,Accessories,95,M,Yellow,Spring,4.6,No,Credit Card,2-Day Shipping,No,No,27,PayPal,Annually
530,54,Female,Pants,Clothing,67,M,Teal,Fall,2.7,No,Debit Card,Express,No,No,24,Cash,Monthly
531,49,Female,Sneakers,Footwear,49,M,Olive,Summer,2.5,No,Venmo,Next Day Air,No,No,38,Debit Card,Annually
532,62,Female,Shoes,Footwear,97,M,Maroon,Winter,4.4,No,PayPal,Free Shipping,No,No,9,Credit Card,Annually
533,45,Female,T-shirt,Clothing,34,M,White,Spring,4,No,PayPal,Next Day Air,No,No,19,Bank Transfer,Monthly
534,45,Female,Belt,Accessories,74,M,Lavender,Fall,3.8,No,Credit Card,Express,No,No,11,Debit Card,Bi-Weekly
535,49,Female,Jewelry,Accessories,96,M,Black,Winter,2.5,No,Bank Transfer,2-Day Shipping,No,No,16,Debit Card,Quarterly
536,27,Female,Belt,Accessories,68,M,Green,Summer,4,No,Venmo,Free Shipping,No,No,18,Venmo,Monthly
537,63,Female,Belt,Accessories,84,L,Olive,Fall,4.1,No,Venmo,Next Day Air,No,No,8,Cash,Monthly
538,61,Female,T-shirt,Clothing,57,M,Gray,Summer,2.8,No,Bank Transfer,Express,No,No,4,Cash,Weekly
539,25,Female,Sneakers,Footwear,84,XL,Teal,Fall,3.4,No,PayPal,2-Day Shipping,No,No,37,Cash,Quarterly
540,33,Female,Sunglasses,Accessories,32,M,Charcoal,Fall,2.7,No,Credit Card,2-Day Shipping,No,No,30,Cash,Monthly
541,56,Female,Sandals,Footwear,37,M,Violet,Fall,3.8,No,Credit Card,2-Day Shipping,No,No,37,Bank Transfer,Monthly
542,50,Female,Handbag,Accessories,58,M,Lavender,Summer,4.4,No,Credit Card,Store Pickup,No,No,30,PayPal,Quarterly
543,45,Female,Socks,Clothing,74,S,Beige,Fall,2.8,No,Cash,Express,No,No,17,Venmo,Weekly
544,45,Female,Hoodie,Clothing,99,L,Black,Summer,5,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
545,65,Female,Sweater,Clothing,81,M,Black,Fall,4.7,No,Bank Transfer,Express,No,No,42,Credit Card,Annually
546,63,Female,Pants,Clothing,76,M,Purple,Fall,3.2,No,PayPal,Next Day Air,No,No,20,Cash,Weekly
547,70,Female,Sneakers,Footwear,98,M,Magenta,Summer,2.9,No,Venmo,Store Pickup,No,No,37,Cash,Monthly
548,53,Female,Gloves,Accessories,91,M,Teal,Summer,3.7,No,Venmo,Express,No,No,12,PayPal,Fortnightly
549,22,Female,T-shirt,Clothing,79,S,Teal,Summer,4.2,No,Venmo,Free Shipping,No,No,41,Bank Transfer,Quarterly
550,26,Female,Backpack,Accessories,83,M,Pink,Summer,3.4,No,Credit Card,Express,No,No,32,Credit Card,Quarterly
551,23,Female,Coat,Outerwear,90,M,Teal,Spring,2.9,No,Cash,2-Day Shipping,No,No,15,Venmo,Weekly
552,25,Female,Coat,Outerwear,20,M,Gold,Winter,3.7,No,Debit Card,Standard,No,No,39,Venmo,Quarterly
553,69,Female,Sandals,Footwear,21,L,Brown,Spring,2.7,No,Bank Transfer,Store Pickup,No,No,48,Credit Card,Fortnightly
554,36,Female,Backpack,Accessories,60,M,Brown,Fall,3.2,No,Debit Card,2-Day Shipping,No,No,8,Venmo,Fortnightly
555,21,Female,Sweater,Clothing,31,S,Magenta,Winter,4.9,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
556,57,Female,Shorts,Clothing,40,M,Black,Fall,2.8,No,Cash,Next Day Air,No,No,36,Bank Transfer,Monthly
557,60,Female,Sunglasses,Accessories,26,L,Teal,Winter,4.7,No,Cash,Free Shipping,No,No,50,Venmo,Every 3 Months
558,44,Female,Shirt,Clothing,98,M,Brown,Fall,3.3,No,PayPal,Express,No,No,39,Venmo,Every 3 Months
559,31,Female,Shoes,Footwear,51,M,Magenta,Spring,4.3,No,Debit Card,Express,No,No,11,Credit Card,Bi-Weekly
560,57,Female,Hat,Accessories,95,XL,Indigo,Fall,3.7,No,PayPal,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
561,39,Female,Scarf,Accessories,36,M,Violet,Summer,4.5,No,Bank Transfer,2-Day Shipping,No,No,7,Credit Card,Annually
562,48,Female,Belt,Accessories,52,L,Cyan,Winter,3.4,No,Bank Transfer,Store Pickup,No,No,50,Debit Card,Weekly
563,42,Female,T-shirt,Clothing,35,M,Violet,Spring,2.7,No,Cash,Standard,No,No,21,Cash,Every 3 Months
564,56,Female,Shorts,Clothing,68,S,Black,Fall,4.4,No,PayPal,Express,No,No,31,Debit Card,Fortnightly
565,28,Female,Pants,Clothing,50,S,Charcoal,Winter,4,No,PayPal,Express,No,No,39,Cash,Bi-Weekly
566,40,Female,Sunglasses,Accessories,100,M,White,Winter,3.2,No,Credit Card,Express,No,No,28,Credit Card,Fortnightly
567,49,Female,Coat,Outerwear,74,S,Gray,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,33,Bank Transfer,Weekly
568,37,Female,Hoodie,Clothing,45,L,Pink,Winter,3,No,Debit Card,Store Pickup,No,No,42,Credit Card,Quarterly
569,22,Female,Dress,Clothing,97,M,Cyan,Fall,2.8,No,Cash,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
570,27,Female,Blouse,Clothing,60,M,Blue,Winter,4.9,No,Venmo,Express,No,No,25,Cash,Monthly
571,59,Female,Socks,Clothing,25,M,Indigo,Winter,4.7,No,Cash,Express,No,No,48,PayPal,Annually
572,35,Female,Socks,Clothing,55,XL,Magenta,Spring,4.4,No,Debit Card,Standard,No,No,30,Credit Card,Weekly
573,58,Female,Shoes,Footwear,99,M,Lavender,Winter,3.1,No,Bank Transfer,Next Day Air,No,No,34,PayPal,Quarterly
574,58,Female,Belt,Accessories,45,S,Orange,Summer,2.6,No,Credit Card,Free Shipping,No,No,34,PayPal,Every 3 Months
575,46,Female,Sweater,Clothing,20,M,Cyan,Spring,3.9,No,Credit Card,Store Pickup,No,No,14,Cash,Fortnightly
576,43,Female,Pants,Clothing,88,XL,Green,Summer,2.6,No,Venmo,2-Day Shipping,No,No,2,Debit Card,Weekly
577,39,Female,Scarf,Accessories,99,M,White,Summer,4,No,Credit Card,Store Pickup,No,No,41,PayPal,Every 3 Months
578,59,Female,Skirt,Clothing,86,M,Blue,Spring,4.9,No,Cash,Store Pickup,No,No,3,Credit Card,Monthly
579,59,Female,Dress,Clothing,70,M,Black,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,18,Bank Transfer,Weekly
580,59,Female,Hat,Accessories,50,S,Red,Fall,3,No,Credit Card,Express,No,No,1,Debit Card,Fortnightly
581,45,Female,Handbag,Accessories,57,L,Red,Winter,2.7,No,Credit Card,Next Day Air,No,No,5,PayPal,Monthly
582,27,Female,Pants,Clothing,69,L,Gold,Winter,3.1,No,Debit Card,Free Shipping,No,No,41,Bank Transfer,Annually
583,24,Female,T-shirt,Clothing,94,M,Red,Fall,4.8,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Monthly
584,47,Female,Jacket,Outerwear,24,L,Purple,Spring,2.9,No,Credit Card,Express,No,No,10,Debit Card,Every 3 Months
585,70,Female,Scarf,Accessories,79,L,White,Spring,4.5,No,Debit Card,2-Day Shipping,No,No,20,Venmo,Annually
586,58,Female,Hat,Accessories,31,XL,Magenta,Fall,4.6,No,PayPal,Free Shipping,No,No,11,Cash,Weekly
587,45,Female,Jacket,Outerwear,67,L,Pink,Winter,5,No,Venmo,Express,No,No,4,Venmo,Fortnightly
588,24,Female,Skirt,Clothing,63,L,Black,Spring,4.3,No,PayPal,2-Day Shipping,No,No,38,Credit Card,Weekly
589,67,Female,Handbag,Accessories,61,XL,White,Spring,4.9,No,Debit Card,Next Day Air,No,No,19,Credit Card,Bi-Weekly
590,31,Female,Backpack,Accessories,50,M,Maroon,Summer,4,No,Venmo,2-Day Shipping,No,No,16,Venmo,Every 3 Months
591,52,Female,Coat,Outerwear,82,L,Black,Spring,3.1,No,Bank Transfer,Free Shipping,No,No,2,PayPal,Monthly
592,29,Female,Belt,Accessories,51,L,Olive,Fall,2.6,No,Bank Transfer,2-Day Shipping,No,No,11,Cash,Monthly
593,62,Female,Handbag,Accessories,23,L,Gray,Spring,4.9,No,Debit Card,Standard,No,No,18,Bank Transfer,Fortnightly
594,19,Female,Coat,Outerwear,91,M,Gold,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Fortnightly
595,62,Female,Sweater,Clothing,60,S,Magenta,Spring,4.5,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
596,70,Female,Blouse,Clothing,34,S,Lavender,Summer,2.8,No,PayPal,Next Day Air,No,No,15,Cash,Weekly
597,20,Female,Blouse,Clothing,23,M,Green,Spring,4.2,No,PayPal,Next Day Air,No,No,47,Venmo,Quarterly
598,67,Female,Belt,Accessories,82,M,Violet,Fall,4.1,No,Credit Card,Free Shipping,No,No,47,PayPal,Monthly
599,65,Female,Jacket,Outerwear,73,M,Brown,Fall,3.5,No,PayPal,Express,No,No,6,Bank Transfer,Every 3 Months
600,45,Female,Shorts,Clothing,32,L,Teal,Spring,4,No,Bank Transfer,2-Day Shipping,No,No,18,Venmo,Monthly
601,26,Female,Hat,Accessories,80,M,Charcoal,Spring,4,No,Debit Card,Express,No,No,40,Bank Transfer,Bi-Weekly
602,36,Female,Pants,Clothing,58,XL,Charcoal,Summer,2.5,No,PayPal,Free Shipping,No,No,31,Credit Card,Fortnightly
603,36,Female,Blouse,Clothing,82,XL,Beige,Winter,4.2,No,Venmo,Standard,No,No,31,Venmo,Bi-Weekly
604,20,Female,Belt,Accessories,60,S,Turquoise,Summer,3.4,No,PayPal,Next Day Air,No,No,4,Credit Card,Fortnightly
605,30,Female,Handbag,Accessories,79,XL,Orange,Fall,4.8,No,Debit Card,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
606,34,Female,Hoodie,Clothing,41,L,Cyan,Summer,4.9,No,Bank Transfer,Standard,No,No,31,PayPal,Bi-Weekly
607,63,Female,Jacket,Outerwear,39,L,Orange,Summer,3.6,No,Cash,Store Pickup,No,No,6,Venmo,Fortnightly
608,18,Female,Scarf,Accessories,36,S,Green,Winter,4,No,Credit Card,Store Pickup,No,No,1,Cash,Monthly
609,55,Female,Jeans,Clothing,70,M,Pink,Fall,2.6,No,Venmo,Express,No,No,29,Cash,Monthly
610,48,Female,Handbag,Accessories,47,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,No,19,PayPal,Monthly
611,45,Female,Jacket,Outerwear,27,M,Pink,Winter,3.6,No,Debit Card,Free Shipping,No,No,12,PayPal,Fortnightly
612,29,Female,Hat,Accessories,52,L,Blue,Summer,4,No,PayPal,Express,No,No,18,Bank Transfer,Annually
613,55,Female,Sneakers,Footwear,75,L,Black,Summer,3.9,No,Venmo,Next Day Air,No,No,45,Cash,Quarterly
614,55,Female,Hat,Accessories,30,XL,Black,Fall,3.9,No,Cash,Express,No,No,45,Credit Card,Monthly
615,55,Female,Socks,Clothing,94,M,Violet,Spring,3.3,No,PayPal,Standard,No,No,8,Credit Card,Quarterly
616,48,Female,Scarf,Accessories,68,S,Gold,Summer,2.9,No,Credit Card,Standard,No,No,4,PayPal,Every 3 Months
617,42,Female,Socks,Clothing,45,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,No,5,Debit Card,Fortnightly
618,21,Female,Hat,Accessories,67,XL,Pink,Summer,4.7,No,Debit Card,Standard,No,No,30,Cash,Quarterly
619,45,Female,Jacket,Outerwear,46,M,Olive,Summer,3.9,No,Venmo,Free Shipping,No,No,15,PayPal,Monthly
620,23,Female,Shorts,Clothing,31,M,Indigo,Summer,4.3,No,Cash,Next Day Air,No,No,17,Credit Card,Every 3 Months
621,66,Female,Blouse,Clothing,44,XL,Silver,Fall,4.2,No,Cash,2-Day Shipping,No,No,45,Cash,Every 3 Months
622,32,Female,Coat,Outerwear,100,S,Charcoal,Winter,4.3,No,Bank Transfer,Next Day Air,No,No,3,Venmo,Annually
623,52,Female,Sweater,Clothing,92,XL,Orange,Winter,4.6,No,Credit Card,Next Day Air,No,No,43,PayPal,Weekly
624,54,Female,Handbag,Accessories,78,M,Yellow,Winter,3.8,No,Venmo,Free Shipping,No,No,4,Credit Card,Monthly
625,37,Female,T-shirt,Clothing,32,S,Red,Fall,3.3,No,Venmo,Standard,No,No,41,Venmo,Weekly
626,29,Female,Sandals,Footwear,97,M,Maroon,Fall,3.7,No,Debit Card,2-Day Shipping,No,No,16,Venmo,Monthly
627,47,Female,Gloves,Accessories,95,M,Magenta,Summer,4.3,No,Cash,Standard,No,No,10,Debit Card,Annually
628,47,Female,Shorts,Clothing,64,M,Black,Spring,4.1,No,Bank Transfer,Express,No,No,2,Debit Card,Quarterly
629,42,Female,Sandals,Footwear,35,M,Violet,Spring,3.2,No,Venmo,Free Shipping,No,No,11,Cash,Bi-Weekly
630,34,Female,Backpack,Accessories,54,M,Gray,Winter,3.8,No,Debit Card,Express,No,No,1,Debit Card,Bi-Weekly
631,38,Female,Sneakers,Footwear,96,M,Black,Spring,3.2,No,PayPal,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
632,55,Female,Sunglasses,Accessories,58,M,Pink,Summer,3.5,No,Debit Card,Free Shipping,No,No,39,PayPal,Quarterly
633,27,Female,T-shirt,Clothing,23,M,Silver,Summer,3.1,No,PayPal,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
634,55,Female,Jeans,Clothing,35,M,Violet,Spring,4.2,No,Debit Card,Express,No,No,3,PayPal,Monthly
635,66,Female,Shirt,Clothing,23,M,Beige,Summer,3.4,No,Bank Transfer,Free Shipping,No,No,21,Credit Card,Annually
636,44,Female,Hat,Accessories,94,XL,Cyan,Winter,3.5,No,Credit Card,Express,No,No,48,Bank Transfer,Quarterly
637,39,Female,Blouse,Clothing,45,M,Brown,Fall,4,No,Venmo,Free Shipping,No,No,24,Debit Card,Annually
638,23,Female,Jacket,Outerwear,23,L,Blue,Winter,4.4,No,Bank Transfer,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
639,29,Female,Skirt,Clothing,94,L,White,Winter,2.9,No,Venmo,2-Day Shipping,No,No,46,Credit Card,Monthly
640,20,Female,Gloves,Accessories,99,M,Cyan,Fall,3.6,No,Debit Card,Store Pickup,No,No,35,Cash,Fortnightly
